"									     Title", Technology Broad Category, Technology Mid-Type, Technology Sub-Type,Status,Description,Rated Power,Latitude,Longitude,Image,Service / Use Cases,City,State,Country,Announced, Commissioned, Constructed, Decommissioned,isoRto,Utility,Utility Type,Grid Interconnection,Paired Grid Resource,Developer,Projected Project Lifetime (Years),Performance, Capital Expenditure,Operating Expense,Research Institution,Research Description,Last Updated,Black Start,Demand Response,Distribution upgrade due to solar,Distribution upgrade due to wind,Electric Bill Management,Electric Bill Management with Renewables,Electric Energy Time Shift,Electric Supply Capacity,Electric Supply Reserve Capacity - Non-Spinning,Electric Supply Reserve Capacity - Spinning,Frequency Regulation,Grid-Connected Commercial (Reliability & Quality),Grid-Connected Residential (Reliability),Load Following (Tertiary Balancing),Microgrid Capability,On-Site Power,Onsite Renewable Generation Shifting,Ramping,Renewables Capacity Firming,Renewables Energy Time Shift,Resiliency,Stationary Transmission/Distribution Upgrade Deferral,Transmission Congestion Relief,Transmission Support,Transmission upgrades due to solar,Transmission upgrades due to wind,Transportable Transmission/Distribution Upgrade Deferral,Transportation Services,Voltage Support
Enel Chiaravalle Substation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"The substation is located in Chiaravalle, an area with a high level of variable and intermittent power from renewable energy sources that can cause reverse power flows on the high/medium voltage transformers. The Energy Storage System will be used to control the energy flow between Enel&#039;s network and the national grid.",2000,38.679329,16.41,,"Ramping, Stationary Transmission/Distribution Upgrade Deferral, ",Chiaravalle,Calabria,Italy,04.10.2012,25.02.2014,,,N/A,Enel,Investor Owned,Primary Distribution,Chiaravalle Substation,"NEC Energy Solutions, Inc.",0,N/A,0,0,,,DD.38.YYYY 22:38:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Ray Power Systems Beijing Frequency Regulation Project,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"A123 Energy Solutions announced that a new 2-megawatt Grid Storage Solution™ for Ray Power Systems Co. Ltd., a Beijing-based energy services company, is now in commercial operation providing frequency regulation services. Located in Beijing, this is A123 Energy Solutions’ first deployment in China in commercial operation. The containerized 53-foot long battery is one of A123’s widely deployed High Rate (HR) Grid Storage Solutions and stabilizes the grid to ensure power quality.    The 2MW HR Grid Storage Solution, a high power battery based on A123’s proprietary Nanophosphate® chemistry, is able to serve dual duty – as both a controllable 2MW load as well as a 2MW generator – in essence providing 4MW of ramping capability. Deployed worldwide in revenue service since 2009, the HR Grid Storage Solution forms the bulk of the grid energy storage product line that A123 Energy Solutions has delivered to date.",2000,39.904336,116.41,,"Frequency Regulation, ",Beijing,Beijing,China,20.07.2012,01.01.2014,01.12.2014,,N/A,,,,,,0,N/A,0,0,,,DD.10.YYYY 18:10:51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHI Corporation Tohoku Long Duration A123 System,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"A123 Energy Solutions announced today that it will supply, install, and commission a 1MW, 2.8MWh GSS™ to IHI Corporation. IHI Corporation is one of the largest industrial equipment manufacturers in Japan and makes products for a diverse set of markets including aerospace, energy, social infrastructure, and heavy machinery. The GSS is currently in the process of being installed at an IHI factory located in the Tohoku region of Japan. Once operational, the GSS will be used to integrate a large PV solar generation array co-located at the facility and help reduce the factory’s overall load, which will in turn help ease the strain on Japan’s grid which has been in rebuilding mode since the 2011 Eastern Japan earthquake.   The Grid Storage Solution™, or GSS, will utilize the company’s Long Duration Grid Battery System (GBS-LD), a standard but flexible grid energy storage unit accommodating configurations that range from as little as 100kW to 4MW. The GBS-LD can be packaged in standardized 20-foot, 40-foot, and 53-foot long containers, custom enclosures, or in pre-existing buildings. Utilizing A123 Systems Nanophosphate® prismatic cell technology, up to 100MW and 100MWh of energy storage can be deployed onto a single acre of land.",1000,31.7623756,131.09,,"Electric Bill Management with Renewables, Onsite Renewable Generation Shifting, ",Tohoku,Tohoku,Japan,29.01.2014,,01.01.2014,,N/A,,,,PV Array,,0,N/A,0,0,,,DD.19.YYYY 20:19:25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Grapzow 140 MW Wind Park with 1 MW Power to Gas System,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,Operational,"On September 19th, a 140 MW wind farm in Germany was put into operation with a 1 MW electrolysis system from Hydrogenics. The wind farm is located in the municipality of Grapzow (Mecklenburg-Vorpommern District) and is connected via a new substation to the local 50 Hz, 380 kV high-voltage grid, and will reduce CO2 emission by 250,000 tons per year.  Hydrogenics installed a 1 MW Power-to-Gas system inside a newly constructed building. The unit produces 210 Nm3 of H2 per hour. The plant’s owners have the option to use the hydrogen in an internal combustion engine to produce electricity or inject it directly into the local natural gas grid depending on operational needs. The hydrogen compression and storage system stores up to 27 MWh of energy and dramatically increases the overall efficiency of the wind park by tapping into wind energy which would otherwise be wasted.",1000,53.71199,13.29,,"Renewables Capacity Firming, ",Grapzow,Mecklenburg-Vorpommern,Germany,,19.09.2013,01.01.2013,,N/A,,,Secondary Distribution,140 MW Wind Farm,,0,N/A,0,0,,,DD.00.YYYY 00:00:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Regina High Wind and Storage Project - Cowessess First Nation,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Saft has been selected by Cowessess First Nation(CFN) to design, produce and install 2 Intensium® Max 20E lithium-ion battery systems as part of the High Wind and Storage Project near the City of Regina, Saskatchewan.  The grid‐connected ESS system will help optimize renewable wind power performance by increasing reliability and decreasing volatility by as much as 70 percent over the 15‐year lifespan of the system. The Li‐ion ESS includes a state‐of‐the-art, 400kW Power Conditioning System for use in conjunction with an 800kW utility scale wind turbine.  Check out the project video here: https://www.youtube.com/watch?v=UE7varh2VZY  http://tinyurl.com/p5tc4pe",400,50.41699,-104.46,,"Electric Supply Capacity, Grid-Connected Commercial (Reliability &amp; Quality), Renewables Capacity Firming, Renewables Energy Time Shift, ",Regina,Saskatchewan,Canada,07.11.2012,19.04.2013,01.10.2012,,MISO,SaskPower,Public Owned,Secondary Distribution,800 kW Wind Turbine,Cowessess First Nation,15,Battery AC-to-AC RTE: 81.5%; Availability to date: 85%; Reduces wind volatility by 78%,5164319,0,Saskatchewan Research Council,,DD.11.YYYY 16:11:01,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
HELCO BESS - West Hawaii Civic Center,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"The battery energy storage system located at the West Hawaii Civic Center is a Saft turnkey energy storage system (ESS) comprised of two Intensium Max 20E containers integrated with a 100 kW Power Conversion System to the Hawaii Electric Light Company (HELCO) to increase the grids&#039; ability to integrate more renewable energy.  The project aims to achieve the integration of ever‐increasing amounts of renewable energy. The Hawaii Big Island is already a leader, with more than one‐third of its energy coming from renewable sources.",100,20,-156,,"Distribution upgrade due to solar, Frequency Regulation, Renewables Capacity Firming, ",Kailua-Kona,Hawaii,United States,01.09.2010,01.06.2012,,,N/A,Hawaii Electric Light Company,Investor Owned,,,,15,,0,0,Natural Energy Laboratory of Hawaii Authority (NELHA),NELHA administers the world’s premier energy and ocean technology park.,DD.36.YYYY 21:36:31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ADEME Intelligent Electricity Networks - Industrial Area Demonstration,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"Saft will deploy 3 Intensium Max 20M containers as an integral part of an industrial area in the region of Toulouse, France.  The project benefits from funds within the framework of the future investment program &quot;Intelligent electricity networks&quot; managed by the French energy and environment agency (ADEME) and is coordinated by a company specialized in the design and implementation of electricity and IT systems that belongs to a French group.",3300,43.6040202,1.48,,"Frequency Regulation, Renewables Capacity Firming, ",Toulouse,Haute-Garonne,France,01.07.2012,01.01.2013,,,N/A,,,,,,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UCI Microgrid: Thermal Storage,Thermal Storage,Chilled Water Thermal Storage,Chilled Water Thermal Storage,Operational,"As part of a campus micro-grid, UC Irvine installed a 4.5 million gallon chilled water thermal storage unit to service an average cooling load of 74,400 ton‐hours per day.  The unit delivers 60,000 ton-hours of thermal storage, significantly reducing peak demand on campus.",6590,34,-118,,"Electric Bill Management, ",Irvine,California,United States,23.06.2014,,,,CAISO,Southern California Edison,Investor Owned,,,,0,Tank shifts 65% (avg.) of chilling load to off-peak,0,0,Advanced Power and Energy Program,"UC Irvine is hosting one of the country’s largest smart grid demonstration programs, the Irvine Smart Grid Demonstration (ISGD).  ISGD will evaluate various aspects of the future smart grid through a public-private partnership led by Southern California Edison (SCE) and the U.S. Department of Energy with UC Irvine’s Advanced Power and Energy Program as a research partner, and Facilities Management, Campus and Environmental Planning, and Transportation and Distribution Services as partners also.  The ISGD program is comprehensive in that it spans from regional grid intelligence technologies, to the substation and distribution circuit level, down to individual homes that will be outfitted with smart appliances, solar panels, and electric vehicles to help understand how the grid will need to interact with the home of the future.",DD.29.YYYY 21:29:20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JLM Energy: Alabama Solar-tied,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,Princeton Power Systems was chosen for the energy conversion system feature set and capabilities. GTIB-100 (6x) - 3 on the battery and 3 on the PV were used.,300,33.5080818,-86.79,,"Renewables Capacity Firming, ",Various,Alabama,United States,01.01.2014,,01.10.2013,,N/A,,,,PV,,0,n/a,0,0,,,DD.22.YYYY 22:22:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Annobon Island Microgrid,Electro-chemical,Sodium based Battery,Sodium-nickel-chloride Battery,Operational,"Africa’s Largest Self Sufficient Solar Microgrid Project Created through Technologies from MAECI, GE and Princeton Power Systems. The government of Equatorial Guinea selected MAECI Solar, a division of Management and Economic Consulting, Inc., in collaboration with GE Power &amp;amp; Water and Princeton Power Systems, Inc., to install a 5 megawatt (MW) solar microgrid system on Annobon Province, an island off Equatorial Guinea in west central Africa. The solar microgrid will feature 5 MW solar modules and system integration by MAECI, energy management system and controls from Princeton Power Systems and energy storage from GE. The island-wide microgrid will provide reliable, predictable power, supply enough electricity to handle 100 percent of the island’s current energy demand and be the largest self-sufficient solar project on the continent of Africa.",5000,-1.4221087,5.62,,"Grid-Connected Commercial (Reliability &amp; Quality), Grid-Connected Residential (Reliability), Microgrid Capability, ",Annonbon Island,Annonbon Island,Equatorial Guinea,01.09.2013,01.10.2014,01.10.2014,,N/A,,,,5 MW PV,MAECI,0,,0,0,,,DD.28.YYYY 03:28:22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EPSRC Grid Connected Energy Storage Research Demonstrator with WPD and Toshiba,Electro-chemical,Lithium-ion Battery,Lithium Ion Titanate Battery,Operational,"This Engineering and Physical Sciences Research Council (EPSRC) funded project will investigate the efficacy of energy storage to act upon an electrical network and supply power and energy back into the grid at appropriate times. The effort is part of the Grid Connected Energy Storage Research Demonstrator project, led by the University of Sheffield.  In September 2014 a main 2 MW (1 MWh) Lithium-Titanate SCiB system was supplied by Toshiba and ABB, with a further 250 kW system investigating the use of repurposed second life EV batteries.  Western Power Distribution (WPD) is providing the point of network connection and a short term lease at their 11 kV Willenhall substation, but UK regulations prohibit distribution network operators from generating electricity or trading in energy markets. So while the project will be owned and operated by EPSRC, both partners will closely monitor the &quot;effects on the network of this influx of energy storage, paying particular attention to the power requirement, diversity of connection and power quality experienced, to draw together a standard arrangement and assessment method for connecting more units in the future.&quot;  https://www.sheffield.ac.uk/creesa  http://www.epsrc.ac.uk/  http://www.businesswire.com/news/home/20140624005760/en/Toshiba-Supply-Lithium-Titanate-Battery-2MW-Energy-Storage#.U6l2S_ldWQA  http://www.edie.net/news/6/Universities-unite-to-connect-UK-s-fastest-energy-storage-system-to-the-grid/",2000,52.5853723,-2.06,,"Frequency Regulation, Grid-Connected Commercial (Reliability &amp; Quality), ",Wolverhampton,West Midlands,United Kingdom,24.06.2014,17.03.2016,01.09.2014,,N/A,Western Power Distribution,Investor Owned,Secondary Distribution,11 kV Substation,Engineering and Physical Sciences Research Council (EPSRC),0,N/A,0,0,University of Sheffield,"This role in grid management will be investigated in the UK, in the Grid Connected Energy Storage Research Demonstrator project, led by the University of Sheffield, funded by the Engineering and Physical Sciences Research Council (EPSRC), with support from both industrial and academic partners.",DD.27.YYYY 23:27:48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EDF R&amp;D Les Renardières Concept Grid ESS,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"The Alstom-Saft consortium has signed a frame contract with the EDF group to supply an initial energy storage system using a container of Lithium-ion batteries, demonstrating the system’s ability to regulate the frequency of the grid. Alstom&#039;s MaxSineTM eStorage solution, connected to Saft&#039;s Intensium® Max 20M storage system, will be installed on EDF R&amp;amp;D&#039;s experimental &quot;Concept Grid&quot;, dedicated to the development of grids and smart electrical systems. Located on the EDF site of Les Renardières south of Paris (Seine-et-Marne region), this is the first installation of its kind in France. The storage system and the power converter will be delivered in late 2014.  As part of this contract, Alstom and Saft will provide the complete 1 MW/30 min energy storage and conversion system. Saft will supply its Intensium® Max 20 foot lithium-ion battery container, while Alstom will install its MaxSineTM eStorage solution. Alstom&#039;s MaxSineTM eStorage includes a power converter that connects the Direct Current (DC) battery to the Alternating Current (AC) grid, and converts the electricity between DC and AC to be stored or released into the grid. It also includes real-time energy storage management software to optimize the production of electricity according to the needs of the grid.",1000,48.371189,2.84,,"Frequency Regulation, ",Les Renardières,Seine-et-Marne,France,11.06.2014,24.06.2015,,,N/A,Electricité de France (EDF),Federally Owned,Secondary Distribution,,,0,,0,0,,,DD.56.YYYY 00:56:34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gasado Island Renewable &amp; Off-grid Integration,Electro-chemical,Lithium-ion Battery,Lithium Polymer Battery,Operational,"Hyosung announced the company would supply 1.25MW/3MWh ESS linked with new renewable energy generation systems such as wind power and sunlight in Gasado, located in Jindo-gun, Jeollanam-do.  This is part of the independent micro-grid project being run by the Korea Electric Power Research Institute. It has the biggest capacity among all the ESS established in the island regions of Korea. Hyosung plans to complete the work by late August, which will enable a more stable power supply to be delivered to the more than 380 residents of the 160 households of Gasado",1250,34.4815801,126.05,,"Distribution upgrade due to wind, Microgrid Capability, Renewables Capacity Firming, Renewables Energy Time Shift, ",Jindo-gun,Jeollanam-do,"Korea, South",27.03.2014,,,,N/A,,,,,,0,,0,0,,,DD.22.YYYY 19:22:22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Community Energy Storage for Grid Support (Residential CES Units) - DTE Energy,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"This project is designed to demonstrate a proof of concept for aggregated Community Energy Storage Devices in a utility territory. The project is comprised of the following major research objectives: 1) Installation of 20 Community Energy Storage (CES) devices across a utility territory; 2) The installation and use of centralized communication across the service territory; 3) The integration of a renewable resource with energy storage; 4) The creation of algorithms for dispatching CES devices for peak shaving and demand response; 5) The integration and testing of secondary-use electric vehicle batteries; and 6) The use of Energy storage devices to provide ancillary services to the power grid.   The CES systems will use a number of battery energy storage units utilizing lithium batteries with the required electronics and energy conditioning devices to locate backup power near to the customer. The energy storage system consist of 20 separate 25 kw (50 kWh) CES units and a 500 kW lithium battery storage device integrated with a PV solar module.  At just under 1MW the CES units, coupled with the utility-scale PV and storage devices , will demonstrate peak shaving, demand response, voltage support, and emergency load relief; integration of renewable generation; and islanding during outages.",500,41.910738,-83.43,,"Electric Bill Management with Renewables, Grid-Connected Residential (Reliability), On-Site Power, Renewables Capacity Firming, ",Monroe,Michigan,United States,,15.07.2013,,,MISO,Detroit Edison Energy,Investor Owned,Secondary Distribution,,DTE Energy,0,,0,0,,,DD.30.YYYY 20:30:55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SCE Catalina Island Energy Storage,Electro-chemical,Sodium based Battery,Sodium-sulfur Battery,Operational,"The isolated electrical system on Santa Catalina Island has daily load variations from approximately 2 MW in the very early morning to approximately 5 MW in the late afternoon. SCE’s existing diesel generating capacity must be constantly cycled to accommodate the varying system load. One of the major consequences of cycling the diesel generators is operating the units at less-than-optimal Nitrous-Oxide (NOx) emission operating points.  In response to diesel engine emission reviews at PBGS, the 2009 SCE-SCAQMD settlement agreement directed SCE to install a 1 MW / 7.2 MWh NGK Insulators sodium-sulfur battery system to help stabilize the generation fluctuations. The battery project was completed in 2013 in partnership with S&amp;amp;C Electric. It provides the necessary energy storage capacity during off-peak periods, and energy supply capacity during on-peak periods, to allow for steady operation of the diesel generators at fixed, minimum emission operating points. Additional benefits include improved system voltage regulation, system stability, and system reliability.",1000,33.3397913,-118.31,,"Electric Bill Management, Electric Supply Reserve Capacity - Spinning, Grid-Connected Commercial (Reliability &amp; Quality), Load Following (Tertiary Balancing), Stationary Transmission/Distribution Upgrade Deferral, ",Avalon,California,United States,,30.07.2012,01.07.2011,,CAISO,Southern California Edison,Investor Owned,Primary Distribution,,,0,Operating as expected,6108000,0,,,DD.37.YYYY 23:37:59,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wind Energy Institute of Canada Wind R&amp;D Park and Storage System for Innovation in Grid Integration,Electro-chemical,Sodium based Battery,Sodium-nickel-chloride Battery,Operational,1 MW Sodium-nickel-chloride Battery being used to integrate electricity from the 10 MW Wind R&amp;amp;D Park located at the over 30 year old Wind Energy Institute of Canada facility.,1000,47.055645,-64,,"Renewables Capacity Firming, Renewables Energy Time Shift, ",North Cape,Prince Edward Island,Canada,02.05.2013,28.02.2014,01.01.2014,,N/A,Maritime Electric Company Limited,Investor Owned,Secondary Distribution,Wind,S&amp;C Electric Company,15,,3000000,0,Wind Energy Institute of Canada,,DD.55.YYYY 00:55:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
SDG&amp;E Julian - S&amp;C / Kokam,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,Kokam and S&amp;amp;C Electric are supplying a 2.3 MWh lithium ion system for San Diego Gas and Electric&#039;s (SDG&amp;amp;E) Julian Substation.  The system will be used for islanding and capacity/infrastructure deferral.,1000,33.0786552,-116.6,,"Microgrid Capability, Stationary Transmission/Distribution Upgrade Deferral, ",Julian,California,United States,28.02.2014,01.06.2014,01.04.2014,,CAISO,SDG&amp;E,Investor Owned,Primary Distribution,,,15,,0,0,,,DD.49.YYYY 19:49:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Thüga-Demonstrationsprojekt Strom zu Gas - ITM Power plc,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,Operational,"13 companies of the Thüga group have combined their know-how and capital in a project platform to jointly invest in the development of power-to-gas storage technology. The focus is on testing the practicality of power-to-gas technology. The companies are confident that long-term this technology has the greatest potential to store excess amounts of renewable energy. To this end, the companies are jointly developing, building and operating a demonstration plant over a number of years (2012 - 2016) in Frankfurt am Main. The plant converts electricity into hydrogen and then stores this in the gas distribution network. Overall, they will invest more than €1.5m. The project is supported by the Hessian Ministry for the Environment, Energy, Agriculture and Consumer Protection. Following the first phase of the project, the participants are considering a second project, which would use hydrogen and carbon dioxide to produce synthetic natural gas to be subsequently stored.  The project partners include a total of 13 companies from various states: badenova AG &amp;amp; Co. KG, Erdgas Mittelsachsen GmbH, Energieversorgung Mittelrhein GmbH, erdgas schwaben gmbh, ESWE Versorgungs AG, Gasversorgung Westerwald GmbH, Mainova Aktiengesellschaft, Stadtwerke Ansbach GmbH, Stadtwerke Bad Hersfeld GmbH, Thüga Energienetze GmbH, WEMAG AG, e-rp GmbH and Thüga AG, which is acting as project coordinator.",320,50.1170757,8.74,,"Frequency Regulation, Renewables Energy Time Shift, ",Frankfurt am Main,Hessen,Germany,,25.11.2013,02.09.2013,,N/A,Mainova AG,Investor Owned,Secondary Distribution,"NRM Netzdienste Rhein Main GmbH (power, gas)",ITM Power plc,3,320 kW,2000000,0,DVGW Research Institute,,DD.59.YYYY 15:59:28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RES Battery Utility of Ohio,Electro-chemical,Lithium-ion Battery,Lithium Iron Phosphate Battery,Operational,"The system is comprised of a +/-4 MW (8 MW total range) / 2.6MWh lithium battery that provides frequency regulation to the PJM system. The project utilizes lithium iron phosphate, an inherently safe variant of lithium battery chemistry. There are two containers that house batteries weighing approximately 20 tons each, as well as a third container that converts the direct current (DC) output to alternating current (AC) for injection and withdrawal of real power to and from the grid.",4000,40.261109,-82.83,,"Frequency Regulation, ",Sunbury,Ohio,United States,31.03.2014,20.06.2014,,,PJM,American Electric Power,Investor Owned,Primary Distribution,,RES America Developments Inc.,0,,0,0,,,DD.03.YYYY 02:03:23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEPTA Wayside Energy Storage System - Viridity Energy,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"The Energy Optimization project is designed to capture energy from rail cars through a regenerative braking process and then utilize the energy for accelerating trains, and to generate revenue through demand-side participation in power markets.  Saft will provide one Intensium Max 20P Li-ion megawatt energy storage system to capture train braking energy and then discharge it back to the third rail (power rail) to power trains leaving the station. The system will provide regenerative braking charge acceptance for SEPTA trains and power discharge back to the station to support rail traffic while simultaneously participating in the PJM Interconnection market for frequency regulation.  ABB is integrating the system with their power electronics.",900,40,-75,,"Frequency Regulation, Onsite Renewable Generation Shifting, Transportation Services, Voltage Support, ",Philadelphia,Pennsylvania,United States,,15.08.2014,30.11.2013,,PJM,PECO,Public Owned,,,Viridity Energy,20,N/A,1800000,0,,,DD.01.YYYY 19:01:39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Stafford Hill Solar Farm &amp; Microgrid: Lead Acid,Electro-chemical,Lead-acid Battery,Lead-acid Battery,Operational,"Green Mountain Power constructed an innovative new solar project to improve resiliency and safety in communities, by generating clean energy that can be stored and used to power an emergency shelter at Rutland High School during a storm. According to the U.S. Department of Energy, The Stafford Hill Solar Farm is the first project to establish a micro-grid powered solely by solar and battery back-up, with no other fuel source.  Stafford Hill includes 7,700 solar panels that can generate 2 MW of electricity, enough to power about 2,000 homes during full sun, or 365 homes year-round. It also includes 4 MW of battery storage to store solar generation, which will provide many benefits to customers, including allowing the disconnection of an entire circuit from the grid in an emergency and providing critical power for an emergency shelter at the high school.  The Stafford Hill Solar Farm is sited at the closed Rutland City landfill, and is the first known solar storage project in the country to repurpose brownfield land once used to bury waste for the siting of renewable energy.",2000,43.619416,-72.95,,"Electric Bill Management with Renewables, Microgrid Capability, Onsite Renewable Generation Shifting, Renewables Capacity Firming, Resiliency, ",Rutland,Vermont,United States,12.08.2014,01.09.2015,12.08.2014,,ISO-NE,Green Mountain Power,Public Owned,Secondary Distribution,2 MW PV,"Green Mountain Power, Clean Energy States Alliance (CESA)",0,,2500000,0,,,DD.55.YYYY 16:55:45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Univeristy of Corsica MYRTE Test Platform,Hydrogen Storage,Hydrogen Storage,Hydrogen Storage,Operational,"Jointly developed by AREVA, the Environmental Sciences Laboratory of the University of Corsica Pascal Paoli/CNRS, and the CEA, the project is certified by the Capenergies competitiveness cluster and is co-funded by the government of Corsica, the French State and the European Union.  Since January 2012, the MYRTE platform has connected photovoltaic solar panels, with an output of 560 kW, to a hydrogen-based storage system. By joining the power grid, this provides a solution to the problem of intermittency and makes it one of the rare installations in the world with this type of coupling.  The new Greenenergy Box system also offers greater flexibility for grid operations and gives the research teams at the University of Corsica, in association with the CNRS and the CEA, the opportunity to plan and test various energy management scenarios.",150,41.9075304,8.66,,"Electric Bill Management with Renewables, Onsite Renewable Generation Shifting, Renewables Capacity Firming, ",Ajaccio,Corsica Island,France,,01.01.2012,,,N/A,,,,560 kW Solar PV,"Areva, Le Centre national de la recherche scientifique/Environmental Sciences Laboratory of the University of Corsica Pascal Paoli, and Commissariat à l&#039;énergie atomique et aux énergies alternatives",0,N/A,28770000,0,Le Centre national de la recherche scientifique/Environmental Sciences Laboratory of the University of Corsica Pascal Paoli,Plan and test various energy management scenarios,DD.39.YYYY 00:39:29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sandia National Solar Thermal Test Facility Molten Salt Loop,Thermal Storage,Molten Salt Thermal Storage,Molten Salt Thermal Storage,Operational,"Sandia National Laboratories is a multi-program U.S. laboratory with main facilities in Albuquerque, New Mexico, and Livermore, California. Sandia has major R&amp;amp;D responsibilities in energy and environmental technologies and economic competitiveness, and is host to the National Solar Thermal Test Facility, where a Molten Salt Test Loop (MSTL) was recently commissioned.   Designed and built to exacting specifications, Sandia’s MSTL system provides a means to perform accelerated lifetime testing on power plant-size components, reducing start-up risks for newly constructed generation facilities. No other test facility in the world is capable of supporting such extensive, large-scale research.",1400,34.9635,-106.51,,"Onsite Renewable Generation Shifting, Renewables Energy Time Shift, ",Albuquerque,New Mexico,United States,,01.01.2014,,,N/A,,,Secondary Distribution,"CSP Plant, Compact Linear Fresnel Reflector","Areva, Sandia",0,N/A,0,0,Sandia National Laboratories National Solar Thermal Test Facility,"MSTL system provides a means to perform accelerated lifetime testing on power plant-size components, reducing start-up risks for newly constructed generation facilities",DD.45.YYYY 23:45:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
AES Kilroot Advancion Energy Storage Array,Electro-chemical,Lithium-ion Battery,Lithium-ion Battery,Operational,"AES operates a 10 MW / 5 MWh energy storage system at its Kilroot power station in Northern Ireland. The Advancion Array is the largest battery energy storage facility in the UK and Ireland, and is installed inside Kilroot coal-fired generation plant.  It enhances grid reliability by providing fast response ancillary services, such as frequency response, for the All Island Electricity System, which has a high penetration of intermittent onshore wind energy. The system is connected to the System Operator of Northern Ireland (SONI).  The array uses more than 53,000 batteries, arranged in 136 separate nodes, and is the first step towards a planned 100 MW energy storage array adjacent to Kilroot.",10000,54.725289,-5.77,,"Frequency Regulation, ",Carrickfergus,Northern Ireland,United Kingdom,02.04.2014,24.12.2015,22.07.2015,,SONI,AES Kilroot Power Limited,Investor Owned,Primary Distribution,Coal-Fired Generation Plant,AES Energy Storage,0,,0,0,,,DD.19.YYYY 00:19:38,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
